pitime,elec_0_avg,elec_1_avg,elec_2_avg,elec_3_avg,elec_6_avg,flow2,flow3,rh_1,rh_2,rh_3,rh_4,rh5,temp_1,temp_2,temp_3,temp_4,temp_5,temp_6,temp_7,temp_8,temp_9,baro1,co2,tvoc,dustv,adc_64_avg,adc_65_avg,adc_66_avg,adc_67_avg,adc_68_avg,adc_69_avg,trpin_47_sampleson,trpin_43_sampleson,trpin_38_sampleson,trpin_40_sampleson,trpin_44_sampleson
2021-01-02 00:00:00,0.0,43.97,82.21,53.93,99.93,0.0,0.0,34.75,48.54,99.61,22.78,,60.78,58.53,54.9,33.3,40.1,79.17,51.32,27.32,73.1,100257.55,671.1,40.76,,,131.0,199.45,514.97,503.14,511.97,0.0,0.0,0.0,0.0,1.0
2021-01-02 00:30:00,0.0,37.28,67.34,49.21,100.28,0.0,0.0,34.63,48.48,99.9,22.79,,60.82,58.5,54.87,33.19,40.1,79.11,51.21,27.45,73.23,100173.79,713.21,47.21,,,131.21,200.1,514.93,503.1,511.97,0.0,0.0,0.0,0.0,0.0
2021-01-02 01:00:00,89.1,37.03,74.17,65.9,93.0,0.0,0.0,34.36,48.31,99.9,23.02,,60.83,58.5,54.75,33.1,40.1,78.3,51.0,27.62,73.43,100072.62,710.41,46.76,,,129.66,198.83,514.9,503.0,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 01:30:00,0.0,37.38,52.1,47.93,140.69,0.0,0.0,34.51,48.33,99.9,22.88,,60.89,58.47,54.69,33.04,40.1,80.79,50.93,27.57,73.28,99998.86,716.28,47.62,,,127.55,196.41,514.86,503.0,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 02:00:00,0.0,37.07,45.79,47.45,139.07,0.0,0.0,34.5,48.45,99.9,23.02,,61.14,58.5,54.84,32.94,40.1,82.99,51.15,27.68,73.25,99886.72,687.28,43.31,,,129.14,202.41,514.97,503.03,511.97,0.0,0.0,0.45,4.1,2.07
2021-01-02 02:30:00,0.0,34.21,60.28,44.21,104.21,0.0,0.0,34.3,48.34,99.9,22.83,,61.23,58.6,54.78,32.9,40.1,81.1,51.12,27.69,73.28,99783.86,677.0,41.66,,,128.14,202.34,514.97,503.0,512.0,0.0,0.0,1.45,5.07,3.03
2021-01-02 03:00:00,79.97,33.31,66.83,61.48,100.9,0.0,0.0,34.07,48.15,99.9,22.83,,61.31,58.6,54.81,32.88,40.1,82.59,51.24,27.69,73.29,99674.45,723.76,48.86,,,130.52,202.69,514.97,503.03,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 03:30:00,0.0,33.57,60.39,41.43,97.25,0.0,0.0,34.27,48.12,99.9,22.93,,61.1,58.55,54.69,32.85,40.1,79.76,50.98,27.68,73.27,99571.21,660.39,39.21,,,127.89,197.07,515.0,503.14,512.0,0.0,0.0,0.75,5.25,4.18
2021-01-02 04:00:00,0.0,33.31,79.76,48.31,101.45,4.03,0.0,34.36,48.18,99.9,22.85,,61.27,58.6,54.69,32.77,40.1,81.34,50.78,27.51,73.3,99492.1,713.72,47.28,,,128.1,195.66,514.97,503.03,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 04:30:00,81.62,33.03,104.76,71.28,95.69,0.0,0.0,34.38,48.32,99.9,22.66,,61.13,58.44,54.53,32.74,40.1,79.14,50.31,27.06,73.32,99420.07,643.03,36.55,,,127.69,195.66,515.0,503.14,512.0,0.0,0.0,0.0,3.0,2.07
2021-01-02 05:00:00,0.0,33.41,85.03,50.24,107.0,0.0,0.0,34.14,48.28,99.9,22.79,,61.3,58.47,54.5,32.71,40.1,80.79,50.31,26.96,73.38,99362.21,736.45,50.79,,,129.1,198.07,514.97,503.03,511.97,0.0,0.0,0.45,1.03,1.03
2021-01-02 05:30:00,0.0,33.38,74.38,46.24,100.0,0.0,0.0,34.36,48.22,99.9,22.67,,61.14,58.38,54.5,32.7,40.1,78.77,50.54,26.97,73.28,99341.97,706.48,46.14,,,127.59,196.03,515.0,503.03,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 06:00:00,86.59,33.38,100.9,74.79,110.31,0.0,0.0,34.39,48.3,99.9,22.75,,61.35,58.5,54.5,32.69,40.1,80.91,50.78,27.23,73.19,99340.28,715.83,47.62,,,130.14,199.24,515.03,503.1,512.0,0.0,0.0,0.0,2.0,1.03
2021-01-02 06:30:00,0.0,33.34,80.48,49.55,102.07,0.0,0.0,34.36,48.2,99.9,22.85,,61.27,58.41,54.34,32.66,40.1,79.54,50.63,27.58,73.26,99375.14,816.79,63.1,,,138.79,213.86,514.97,503.21,512.0,0.0,0.0,0.0,5.0,4.1
2021-01-02 07:00:00,0.0,33.28,83.79,51.24,109.79,0.0,0.0,34.11,48.26,99.9,22.69,,61.45,58.47,54.44,32.67,40.1,80.88,50.9,27.83,73.23,99398.86,1218.76,124.28,,,148.76,235.79,514.97,503.14,512.0,0.0,0.0,0.0,1.0,2.07
2021-01-02 07:30:00,86.9,33.03,97.59,69.34,108.62,0.0,0.0,34.39,48.22,99.9,22.73,,61.32,58.44,54.41,32.68,40.1,79.95,50.96,28.0,73.28,99410.69,1439.55,157.83,,,149.38,238.0,514.97,503.24,512.03,0.0,0.0,0.0,0.0,0.0
2021-01-02 08:00:00,0.0,33.21,78.03,46.0,107.03,0.0,0.0,34.52,48.32,99.9,22.81,,61.41,58.44,54.47,32.7,40.1,80.48,51.1,28.08,73.29,99438.45,1401.28,152.03,,,147.62,234.55,514.93,503.28,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 08:30:00,0.0,33.0,88.86,47.04,108.82,0.0,0.0,34.51,48.34,99.9,23.02,,61.38,58.45,54.44,32.74,40.1,80.25,50.77,28.82,73.32,99549.96,1294.14,135.71,,,145.18,227.79,515.0,503.18,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 09:00:00,92.31,32.86,99.45,73.1,122.86,0.0,0.0,34.23,48.32,99.9,22.98,,61.36,58.44,54.41,32.72,40.1,80.54,50.69,28.11,73.32,99724.21,1317.03,139.1,,,152.14,240.0,515.0,503.24,512.0,0.0,0.0,2.1,35.41,9.1
2021-01-02 09:30:00,0.0,33.07,83.03,42.38,86.0,3.52,0.0,34.3,48.33,99.9,23.03,,61.4,58.5,54.66,32.83,40.1,79.05,50.92,28.49,73.31,99785.07,1323.83,140.17,,,151.55,240.66,515.0,503.24,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 10:00:00,0.0,32.97,74.48,45.9,117.38,0.0,0.0,34.49,48.5,99.9,22.99,,61.22,58.47,54.72,32.89,40.1,80.04,50.76,28.72,73.3,99856.55,1366.97,146.76,,,149.38,236.03,515.0,503.24,512.0,0.0,0.0,0.0,1.03,0.0
2021-01-02 10:30:00,88.52,32.72,108.41,73.83,122.45,0.0,0.0,34.44,48.68,99.9,22.96,,61.22,58.47,54.66,32.93,40.1,81.28,50.33,29.01,73.34,99902.66,1307.0,137.69,,,145.07,228.59,515.0,503.28,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 11:00:00,0.0,33.0,80.17,46.97,123.0,0.0,0.0,34.2,48.43,99.9,23.0,,61.29,58.53,54.72,33.07,40.1,81.9,50.34,29.86,73.29,99988.24,1549.83,174.69,,,155.93,245.41,514.97,503.21,512.0,0.0,0.0,0.0,5.1,1.0
2021-01-02 11:30:00,0.0,32.72,80.07,43.38,95.14,0.0,0.0,34.42,48.45,99.9,22.9,,61.13,58.47,54.72,33.11,40.1,78.55,50.76,30.5,73.34,100011.52,1622.59,185.86,,,153.66,245.17,515.0,503.24,512.0,0.0,0.0,0.0,3.07,0.0
2021-01-02 12:00:00,84.38,32.76,99.66,67.34,98.1,0.0,0.0,34.44,48.68,99.9,23.0,,61.39,58.63,54.81,33.22,40.1,82.52,51.03,31.43,73.19,100052.86,1466.24,161.93,,,154.17,243.31,515.0,503.17,511.97,0.0,0.0,0.0,0.0,0.0
2021-01-02 12:30:00,0.0,32.9,78.9,44.17,89.24,0.0,0.0,34.52,48.63,99.9,23.06,,61.13,58.6,54.75,33.37,40.1,79.05,50.86,32.24,73.28,100095.0,1473.93,163.03,,,153.97,242.1,514.97,503.1,511.97,0.0,0.0,0.0,0.0,0.0
2021-01-02 13:00:00,0.0,32.48,79.45,47.21,82.76,0.0,0.0,34.38,48.59,99.9,22.91,,61.09,58.66,54.72,33.53,40.1,79.73,50.83,32.88,73.4,100148.14,1371.86,147.59,,,153.1,242.34,515.0,503.17,511.97,0.0,0.0,0.0,1.0,1.0
2021-01-02 13:30:00,86.1,32.66,90.79,64.17,82.59,0.0,0.0,34.77,48.75,99.9,22.9,,60.76,58.47,54.75,33.73,40.1,76.04,50.68,32.29,73.27,100182.31,1281.0,133.69,,,145.38,227.38,514.97,503.1,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 14:00:00,0.0,32.86,78.75,46.57,91.86,0.0,0.0,34.99,48.97,99.9,23.06,,60.7,58.49,54.72,33.94,40.1,77.48,50.66,31.86,73.28,100252.89,1116.82,108.68,,,144.14,222.25,515.0,503.14,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 14:30:00,0.0,32.76,82.62,41.86,79.48,0.0,0.0,35.04,48.99,99.9,22.96,,60.73,58.57,54.69,33.93,40.1,77.47,50.71,32.35,73.19,100340.41,1074.34,102.14,,,148.55,230.24,515.0,503.14,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 15:00:00,84.14,36.14,105.86,66.17,101.83,3.52,0.0,34.91,48.97,99.9,22.83,,60.69,58.53,54.72,33.92,40.1,77.59,50.73,32.12,73.25,100399.48,1193.17,120.28,,,151.41,237.69,514.93,503.14,512.0,0.0,0.0,0.0,1.0,5.1
2021-01-02 15:30:00,0.0,40.9,83.48,47.41,107.38,0.0,0.0,35.1,49.1,99.9,23.11,,60.76,58.57,54.72,33.93,40.1,78.68,50.9,31.63,73.16,100442.14,1248.9,128.79,,,148.45,232.59,515.0,503.21,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 16:00:00,0.0,43.93,100.79,52.93,102.28,0.0,0.0,35.19,49.25,99.9,22.91,,60.97,58.6,54.93,33.89,40.1,79.61,51.28,31.27,73.11,100498.76,1375.48,148.1,,,155.52,246.03,514.97,503.21,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 16:30:00,87.72,44.45,139.9,91.76,114.45,0.0,0.0,35.27,49.26,99.9,23.05,,60.85,58.5,54.87,33.89,40.1,79.98,50.96,31.06,73.29,100520.52,1477.0,163.55,,,151.34,239.34,514.97,503.1,512.0,0.0,0.0,0.0,2.0,2.07
2021-01-02 17:00:00,0.0,44.14,112.03,63.1,111.31,0.0,0.0,35.01,49.24,99.9,22.99,,61.03,58.57,55.0,33.83,40.1,80.44,51.1,30.88,73.3,100575.28,1406.86,152.83,,,157.59,248.93,515.0,503.14,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 17:30:00,0.0,44.31,118.21,60.0,90.59,0.0,0.0,35.14,49.33,99.9,23.04,,61.06,58.6,55.03,33.81,40.1,80.23,51.35,30.48,73.23,100636.41,1613.48,184.34,,,156.17,245.62,515.0,503.28,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 18:00:00,85.41,44.45,125.9,82.07,85.03,0.0,0.0,35.33,49.34,99.9,23.06,,60.94,58.6,55.0,33.8,40.1,79.23,51.3,30.57,73.3,100690.45,1675.79,193.86,,,162.41,257.72,515.0,503.24,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 18:30:00,0.0,44.17,121.41,62.62,92.38,0.0,0.0,35.31,49.33,99.9,23.01,,60.9,58.57,54.97,33.79,40.1,78.92,51.1,30.58,73.38,100714.28,1922.14,231.34,,,166.52,267.48,514.97,503.24,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 19:00:00,0.0,44.11,116.36,62.75,101.11,0.0,0.0,35.13,49.31,99.9,23.21,,60.93,58.52,54.98,33.76,40.1,79.48,51.03,30.58,73.35,100765.07,2225.39,277.54,,,169.89,275.54,515.04,503.29,512.0,0.0,0.0,0.0,1.07,0.0
2021-01-02 19:30:00,85.62,44.21,128.17,82.55,85.17,0.0,0.0,35.31,49.35,99.9,23.19,,60.83,58.6,55.0,33.69,40.1,77.62,51.23,30.58,73.39,100782.9,2261.9,283.1,,,165.17,268.24,515.0,503.21,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 20:00:00,0.0,44.55,111.31,66.14,98.97,0.0,0.0,35.45,49.44,99.9,23.0,,60.95,58.57,55.06,33.64,40.1,79.54,51.28,30.53,73.37,100792.45,1941.97,234.48,,,163.14,260.52,515.0,503.24,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 20:30:00,0.0,44.1,113.28,62.9,103.0,3.69,0.0,35.41,49.45,99.9,23.14,,60.87,58.44,55.0,33.63,40.1,77.81,51.14,30.43,73.33,100804.52,1871.66,223.62,,,159.9,256.28,514.93,503.17,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 21:00:00,86.1,44.72,133.41,90.83,111.86,0.0,0.0,35.22,49.44,99.9,23.0,,60.79,58.44,54.97,33.63,40.1,77.28,51.01,30.41,73.33,100802.79,1660.45,191.55,,,155.79,246.17,515.0,503.14,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 21:30:00,0.0,44.79,103.0,57.72,89.72,0.0,0.0,35.33,49.42,99.9,22.96,,60.89,58.53,55.03,33.61,40.1,77.65,51.42,30.42,73.41,100826.07,1900.76,228.07,,,165.28,266.93,514.97,503.24,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 22:00:00,0.0,44.9,84.21,52.97,92.62,0.0,0.0,35.48,49.49,99.9,23.16,,60.83,58.5,55.06,33.61,40.1,78.15,51.28,30.26,73.27,100831.48,1816.59,215.24,,,159.34,254.31,515.0,503.07,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 22:30:00,84.48,44.93,106.31,76.72,95.34,0.0,0.0,35.45,49.47,99.9,23.11,,60.69,58.41,54.97,33.58,40.1,76.69,51.05,30.24,73.33,100823.93,1813.24,214.83,,,159.66,253.31,514.97,503.24,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 23:00:00,0.0,45.03,78.9,55.93,98.76,0.0,0.0,35.15,49.44,99.9,23.07,,60.84,58.5,55.03,33.54,40.1,79.82,51.05,30.07,73.37,100811.76,2132.59,263.52,,,168.66,274.24,514.97,503.0,512.0,0.0,0.0,0.0,1.03,0.0
2021-01-02 23:30:00,0.0,45.1,82.28,54.83,101.52,0.0,0.0,35.33,49.49,99.9,23.08,,60.77,58.5,55.03,33.51,40.1,78.37,51.19,29.9,73.33,100802.21,2121.62,261.79,,,161.93,263.41,514.97,503.0,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 00:00:00,88.43,44.21,94.86,76.43,95.25,0.0,0.0,35.44,49.54,99.9,23.14,,60.75,58.52,55.01,33.46,40.1,78.19,51.22,29.42,73.34,100771.36,2216.54,276.18,,,158.79,262.21,515.0,503.0,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 00:30:00,0.0,36.97,72.31,54.38,125.69,0.0,0.0,35.44,49.52,99.9,23.22,,60.75,58.5,54.9,33.44,40.1,78.77,51.0,29.31,73.35,100776.59,1805.28,213.59,,,153.41,248.0,514.76,503.0,511.93,0.0,0.0,0.0,0.0,0.0
2021-01-03 01:00:00,0.0,37.31,52.66,38.76,94.38,0.0,0.0,35.06,49.37,99.9,23.13,,60.92,58.63,54.9,33.44,40.1,78.3,51.36,29.38,73.38,100774.52,1943.0,234.59,,,156.62,261.55,514.93,503.0,511.97,0.0,0.0,0.0,0.0,0.0
2021-01-03 01:30:00,87.52,37.07,73.03,66.34,108.62,0.0,0.0,35.16,49.46,99.9,23.22,,60.95,58.53,55.0,33.43,40.1,79.76,51.4,29.47,73.35,100790.14,1650.76,190.07,,,147.24,241.62,514.93,503.0,511.97,0.0,0.0,0.0,0.0,0.0
2021-01-03 02:00:00,0.0,37.34,49.03,39.48,101.66,0.0,0.0,35.23,49.49,99.9,23.08,,60.97,58.53,54.9,33.39,40.1,78.86,51.51,29.36,73.25,100812.31,1477.07,163.62,,,148.59,239.24,514.93,503.0,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 02:30:00,0.0,34.9,57.76,39.86,91.66,3.69,0.0,35.21,49.42,99.9,23.13,,60.87,58.5,54.87,33.3,40.1,77.59,51.26,29.15,73.37,100824.07,2051.41,251.03,,,178.21,295.38,515.0,503.03,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 03:00:00,83.72,33.72,74.52,65.97,106.52,0.0,0.0,34.88,49.34,99.9,23.03,,61.04,58.53,54.93,33.31,40.1,80.07,51.22,28.96,73.36,100832.72,2736.07,355.41,,,178.31,296.79,514.93,503.0,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 03:30:00,0.0,33.34,52.59,37.83,85.38,0.0,0.0,34.98,49.35,99.9,23.12,,61.02,58.57,54.9,33.26,40.1,77.59,51.57,29.09,73.36,100848.83,2564.24,329.17,,,164.9,270.41,515.0,503.03,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 04:00:00,0.0,33.34,82.9,48.72,100.1,0.0,0.0,35.13,49.41,99.9,23.08,,61.03,58.5,54.87,33.24,40.16,78.74,51.4,28.62,73.37,100793.17,2135.97,264.0,,,162.72,263.83,515.0,503.0,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 04:30:00,87.07,33.14,101.0,77.21,122.59,0.0,0.0,35.02,49.39,99.9,23.31,,61.21,58.53,54.93,33.24,40.13,81.5,51.28,27.99,73.36,100727.55,1894.93,227.17,,,164.34,266.0,514.93,503.0,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 05:00:00,0.0,33.24,84.66,51.21,112.62,0.0,0.0,34.73,49.28,99.9,23.11,,61.24,58.6,54.93,33.17,40.13,80.44,51.36,27.77,73.43,100711.62,2047.31,250.55,,,165.0,265.93,515.0,503.03,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 05:30:00,0.0,33.18,75.89,47.11,103.64,0.0,0.0,34.87,49.29,99.9,22.9,,61.15,58.55,54.82,33.1,40.16,79.44,51.4,27.85,73.34,100704.54,2369.11,299.5,,,169.18,274.89,515.0,503.07,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 06:00:00,86.55,33.1,101.17,72.17,103.79,0.0,0.0,34.93,49.32,99.9,22.93,,61.14,58.5,54.81,33.08,40.57,79.48,51.36,28.0,73.35,100682.76,2048.24,250.62,,,161.21,257.66,514.97,503.1,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 06:30:00,0.0,33.07,87.76,54.45,133.79,0.0,0.0,34.77,49.33,99.9,23.05,,61.37,58.57,54.9,33.06,40.57,83.39,51.29,27.93,73.35,100648.41,2294.76,288.21,,,165.55,263.41,515.0,503.1,512.0,0.0,0.0,0.0,1.03,0.0
2021-01-03 07:00:00,0.0,33.24,78.31,45.72,85.83,0.0,0.0,34.44,49.08,99.9,22.97,,61.3,58.63,54.84,32.98,40.1,78.12,51.42,28.26,73.4,100656.69,2400.41,304.31,,,168.0,271.0,515.03,503.1,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 07:30:00,0.0,33.17,79.24,51.0,118.79,0.0,0.0,34.58,49.18,99.9,22.95,,61.33,58.57,54.87,32.95,40.38,81.13,51.38,27.83,73.28,100665.0,2468.48,314.59,,,165.62,267.24,514.97,503.1,512.0,0.0,0.0,0.0,3.03,2.07
2021-01-03 08:00:00,83.14,33.17,92.14,69.17,109.41,4.76,0.0,34.6,49.24,99.9,23.01,,61.46,58.6,54.93,32.91,40.22,81.31,51.51,28.18,73.36,100674.79,1904.69,228.86,,,157.0,247.31,515.0,503.14,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 08:30:00,0.0,33.07,84.59,47.48,94.34,0.0,0.0,34.59,49.13,99.9,23.0,,61.32,58.57,54.84,32.91,40.1,80.13,51.3,28.57,73.43,100681.83,1726.97,201.66,,,155.52,243.55,515.0,503.03,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 09:00:00,0.0,32.72,75.69,46.59,102.38,0.0,0.0,34.37,49.06,99.9,22.96,,61.29,58.63,54.84,33.01,40.1,81.0,51.04,29.25,73.38,100670.24,1416.86,154.38,,,148.17,231.93,514.93,503.0,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 09:30:00,85.45,32.9,95.76,68.07,88.76,0.0,0.0,34.6,49.06,99.9,23.1,,61.02,58.6,54.72,33.15,40.22,77.47,51.06,29.94,73.41,100625.24,1189.69,119.69,,,140.72,217.28,515.0,503.03,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 10:00:00,0.0,32.76,80.76,43.14,92.86,0.0,0.0,34.76,49.15,99.9,23.03,,61.0,58.63,54.78,33.27,40.22,79.45,51.02,29.39,73.32,100594.14,1003.93,91.55,,,138.69,210.31,515.0,503.07,511.97,0.0,0.0,0.0,1.03,0.0
2021-01-03 10:30:00,0.0,33.07,82.29,43.89,94.79,0.0,0.0,34.8,49.23,99.9,23.02,,60.83,58.61,54.79,33.43,40.39,77.1,50.64,31.09,73.41,100529.32,904.46,76.32,,,138.36,213.25,514.96,503.0,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 11:00:00,81.72,32.79,105.66,65.69,90.55,0.0,0.0,34.71,49.24,99.9,22.85,,60.68,58.6,54.75,33.63,40.19,76.5,50.35,31.54,73.4,100460.55,1005.41,91.72,,,136.72,213.9,514.97,503.0,511.97,0.0,0.0,0.0,1.03,0.0
2021-01-03 11:30:00,0.0,32.83,76.59,38.28,92.97,0.0,0.0,35.09,49.33,99.9,22.85,,60.34,58.5,54.66,33.82,40.13,73.71,50.35,30.34,73.34,100406.72,859.07,69.48,,,130.66,202.31,514.83,503.0,511.93,0.0,0.0,0.38,4.07,2.03
2021-01-03 12:00:00,0.0,32.72,82.72,41.59,89.97,0.0,0.0,35.19,49.4,99.9,22.98,,60.54,58.69,54.78,33.91,40.26,77.68,50.52,30.91,73.3,100291.0,762.41,54.69,,,132.38,202.03,514.9,503.0,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 12:30:00,86.14,32.93,98.72,64.76,85.69,0.0,0.0,35.2,49.54,99.9,22.95,,60.65,58.75,54.84,33.96,40.57,79.27,50.4,31.06,73.21,100188.93,773.62,56.48,,,133.9,203.59,514.9,503.0,511.97,0.0,0.0,0.0,0.0,0.0
2021-01-03 13:00:00,0.0,32.76,85.55,43.76,98.0,0.0,0.0,35.13,49.61,99.9,23.02,,60.53,58.69,54.78,34.0,40.38,77.71,50.1,31.68,73.47,100205.62,776.07,56.76,,,134.03,205.41,514.86,503.03,511.97,0.0,0.0,0.0,3.0,1.03
2021-01-03 13:30:00,0.0,33.17,76.34,43.69,97.59,0.0,0.0,35.25,49.31,99.9,23.12,,60.78,58.81,54.93,34.05,40.69,80.2,50.78,31.78,73.28,100226.21,849.66,68.0,,,141.28,216.07,514.83,503.03,512.0,0.0,0.0,0.0,0.0,1.0
2021-01-03 14:00:00,85.59,32.76,97.45,65.9,93.62,4.07,0.0,35.48,49.42,99.9,23.07,,60.63,58.69,54.81,34.14,40.19,76.72,50.81,32.01,73.32,100222.79,955.24,84.07,,,141.59,220.45,515.0,503.0,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 14:30:00,0.0,33.07,87.21,45.76,91.66,0.0,0.0,35.39,49.41,99.9,23.09,,60.77,58.69,54.97,34.16,40.16,78.77,50.84,32.18,73.31,100238.79,908.21,76.9,,,140.52,216.17,515.0,503.0,512.0,0.0,0.0,0.0,1.03,1.0
2021-01-03 15:00:00,0.0,36.48,75.93,44.24,92.86,0.0,0.0,35.26,49.36,99.9,22.98,,60.78,58.69,54.97,34.17,40.1,79.08,50.8,31.61,73.37,100258.1,1010.66,92.48,,,141.9,221.41,514.97,503.07,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 15:30:00,87.55,41.03,100.83,72.93,101.24,0.0,0.0,35.44,49.51,99.9,22.99,,60.8,58.66,54.97,34.15,40.1,78.68,51.02,31.07,73.13,100282.55,853.66,68.55,,,140.66,215.93,515.0,503.1,512.0,0.0,0.0,0.0,1.0,1.0
2021-01-03 16:00:00,0.0,44.0,99.46,54.21,99.61,0.0,0.0,35.6,49.59,99.9,23.25,,60.73,58.55,54.95,34.16,40.1,77.19,51.07,30.66,73.27,100283.71,886.71,73.64,,,144.5,224.75,515.0,503.04,512.0,0.0,0.0,0.0,1.04,0.0
2021-01-03 16:30:00,0.0,44.31,119.38,63.48,92.21,0.0,0.0,35.64,49.55,99.9,23.32,,60.63,58.53,54.87,34.13,40.1,76.01,50.91,30.48,73.36,100252.24,918.41,78.34,,,143.97,224.62,514.93,503.03,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 17:00:00,93.52,44.34,131.72,88.41,83.45,0.0,0.0,35.36,49.51,99.9,23.12,,60.89,58.66,55.0,34.09,40.1,80.76,51.05,30.36,73.23,100247.62,900.21,75.72,,,145.45,226.62,515.0,503.1,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 17:30:00,0.0,44.14,108.93,60.97,81.1,0.0,0.0,35.59,49.57,99.9,23.29,,60.67,58.63,54.9,34.01,40.1,77.81,51.02,30.2,73.31,100243.41,831.0,65.17,,,138.07,212.86,514.93,503.03,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 18:00:00,0.0,44.03,115.79,63.28,100.59,0.0,0.0,35.73,49.68,99.9,23.3,,60.74,58.57,55.06,34.0,40.1,79.14,51.02,30.29,73.12,100253.72,753.9,53.31,,,135.86,206.76,515.0,503.07,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 18:30:00,87.07,44.17,133.69,83.1,88.55,0.0,0.0,35.66,49.66,99.9,23.18,,60.74,58.6,54.97,33.97,40.1,78.06,50.99,30.45,73.3,100245.83,732.62,50.24,,,137.62,210.31,515.0,503.03,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 19:00:00,0.0,44.59,115.9,64.86,96.45,0.0,0.0,35.49,49.57,99.9,23.42,,60.8,58.5,55.03,33.96,40.1,78.68,50.92,30.42,73.32,100248.9,765.59,55.21,,,136.48,209.1,514.97,503.07,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 19:30:00,0.0,44.38,106.9,61.76,94.48,0.93,0.0,35.68,49.66,99.9,23.17,,60.71,58.53,54.97,33.96,40.1,77.47,51.04,30.38,73.2,100261.48,759.17,54.21,,,136.07,207.52,514.97,503.03,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 20:00:00,85.9,44.52,134.66,86.69,106.41,3.62,0.0,35.75,49.77,99.9,23.31,,60.9,58.66,55.09,33.95,40.1,79.79,51.27,30.44,73.3,100259.66,699.52,45.14,,,136.45,208.14,514.97,503.24,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 20:30:00,0.0,44.55,111.83,67.72,100.52,0.0,0.0,35.77,49.75,99.9,23.26,,60.71,58.44,54.93,33.95,40.1,76.07,50.99,30.47,73.32,100266.69,725.66,49.21,,,140.83,213.07,514.93,503.03,512.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 21:00:00,0.0,44.36,108.57,65.89,93.43,0.0,0.0,35.62,49.68,99.9,23.37,,60.73,58.49,55.01,33.84,40.1,77.06,50.83,30.52,73.36,100270.39,1076.64,102.54,,,148.93,233.11,515.0,503.25,512.0,0.0,0.0,0.0,2.07,1.07
